rank,tensor,expert_idx,role,layer,expert_bytes,rows,bytes,prompts,source_rows,source_bytes,jobs_hist
254,blk.12.ffn_down_exps.weight,63,down,12,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""4"": 2, ""5"": 4, ""6"": 3, ""7"": 1, ""8"": 4}"
255,blk.14.ffn_down_exps.weight,62,down,14,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""3"": 2, ""4"": 7, ""5"": 2, ""6"": 3}"
256,blk.32.ffn_down_exps.weight,322,down,32,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""2"": 1, ""5"": 4, ""6"": 4, ""7"": 5}"
257,blk.37.ffn_down_exps.weight,315,down,37,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""3"": 1, ""4"": 4, ""5"": 5, ""6"": 1, ""7"": 1, ""8"": 2}"
258,blk.38.ffn_down_exps.weight,63,down,38,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""3"": 1, ""4"": 3, ""5"": 7, ""6"": 2, ""7"": 1}"
259,blk.28.ffn_down_exps.weight,151,down,28,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""4"": 1, ""5"": 2, ""6"": 2, ""7"": 6, ""8"": 3}"
260,blk.28.ffn_down_exps.weight,345,down,28,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""4"": 2, ""5"": 2, ""6"": 3, ""7"": 6, ""8"": 1}"
261,blk.34.ffn_down_exps.weight,48,down,34,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""3"": 1, ""4"": 3, ""6"": 4, ""7"": 4, ""8"": 2}"
262,blk.52.ffn_down_exps.weight,195,down,52,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""4"": 1, ""5"": 5, ""6"": 3, ""7"": 4, ""8"": 1}"
263,blk.1.ffn_down_exps.weight,195,down,1,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""1"": 14}","{""1"": 88309760}","{""6"": 2, ""7"": 5, ""8"": 7}"
264,blk.1.ffn_down_exps.weight,256,down,1,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""1"": 14}","{""1"": 88309760}","{""5"": 3, ""6"": 4, ""7"": 3, ""8"": 4}"
265,blk.30.ffn_down_exps.weight,215,down,30,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""3"": 1, ""4"": 2, ""5"": 4, ""6"": 4, ""7"": 1, ""8"": 2}"
266,blk.13.ffn_down_exps.weight,221,down,13,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""4"": 3, ""5"": 4, ""6"": 2, ""7"": 4, ""8"": 1}"
267,blk.32.ffn_down_exps.weight,342,down,32,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""2"": 1, ""3"": 1, ""4"": 2, ""5"": 4, ""6"": 3, ""7"": 2, ""8"": 1}"
268,blk.43.ffn_down_exps.weight,102,down,43,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""3"": 2, ""4"": 1, ""5"": 5, ""6"": 3, ""7"": 1, ""8"": 2}"
269,blk.28.ffn_down_exps.weight,128,down,28,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""4"": 2, ""5"": 4, ""6"": 3, ""7"": 3, ""8"": 2}"
270,blk.2.ffn_down_exps.weight,137,down,2,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""1"": 14}","{""1"": 88309760}","{""5"": 1, ""7"": 6, ""8"": 7}"
271,blk.28.ffn_down_exps.weight,56,down,28,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 88309760}","{""4"": 1, ""5"": 2, ""6"": 3, ""7"": 2, ""8"": 6}"
272,blk.2.ffn_down_exps.weight,173,down,2,6307840,14,88309760,"dev_france_regression,dev_intelligence_general","{""1"": 14}","{""1"": 88309760}","{""3"": 2, ""4"": 4, ""5"": 1, ""6"": 1, ""7"": 3, ""8"": 3}"
273,blk.59.ffn_up_exps.weight,273,up,59,5619712,14,78675968,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 78675968}","{""4"": 2, ""5"": 5, ""6"": 3, ""7"": 3, ""8"": 1}"
274,blk.59.ffn_gate_exps.weight,273,gate,59,5619712,14,78675968,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 78675968}","{""4"": 2, ""5"": 5, ""6"": 3, ""7"": 3, ""8"": 1}"
275,blk.31.ffn_gate_exps.weight,301,gate,31,5619712,14,78675968,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 78675968}","{""5"": 3, ""7"": 5, ""8"": 6}"
276,blk.39.ffn_gate_exps.weight,99,gate,39,5619712,14,78675968,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 78675968}","{""5"": 2, ""6"": 3, ""7"": 5, ""8"": 4}"
277,blk.4.ffn_up_exps.weight,266,up,4,5619712,14,78675968,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 78675968}","{""3"": 2, ""5"": 1, ""6"": 2, ""7"": 4, ""8"": 5}"
278,blk.4.ffn_gate_exps.weight,266,gate,4,5619712,14,78675968,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 78675968}","{""3"": 2, ""5"": 1, ""6"": 2, ""7"": 4, ""8"": 5}"
279,blk.9.ffn_up_exps.weight,283,up,9,5619712,14,78675968,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 78675968}","{""3"": 1, ""4"": 1, ""5"": 4, ""6"": 6, ""7"": 2}"
280,blk.30.ffn_gate_exps.weight,215,gate,30,5619712,14,78675968,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 78675968}","{""3"": 4, ""4"": 7, ""6"": 2, ""7"": 1}"
281,blk.15.ffn_up_exps.weight,321,up,15,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""4"": 1, ""5"": 2, ""6"": 2, ""7"": 4, ""8"": 5}"
282,blk.15.ffn_gate_exps.weight,321,gate,15,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""4"": 1, ""5"": 2, ""6"": 2, ""7"": 4, ""8"": 5}"
283,blk.17.ffn_up_exps.weight,359,up,17,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""2"": 1, ""5"": 3, ""6"": 3, ""7"": 3, ""8"": 4}"
284,blk.17.ffn_gate_exps.weight,359,gate,17,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""2"": 1, ""5"": 3, ""6"": 3, ""7"": 3, ""8"": 4}"
285,blk.30.ffn_up_exps.weight,35,up,30,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""3"": 1, ""4"": 2, ""5"": 3, ""6"": 1, ""7"": 5, ""8"": 2}"
286,blk.54.ffn_up_exps.weight,202,up,54,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""3"": 1, ""4"": 6, ""5"": 2, ""6"": 2, ""7"": 2, ""8"": 1}"
287,blk.31.ffn_up_exps.weight,301,up,31,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""5"": 3, ""7"": 5, ""8"": 6}"
288,blk.35.ffn_up_exps.weight,20,up,35,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""3"": 1, ""7"": 5, ""8"": 8}"
289,blk.39.ffn_up_exps.weight,99,up,39,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""5"": 2, ""6"": 3, ""7"": 5, ""8"": 4}"
290,blk.42.ffn_up_exps.weight,133,up,42,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""3"": 2, ""4"": 1, ""5"": 2, ""6"": 4, ""7"": 1, ""8"": 4}"
291,blk.9.ffn_gate_exps.weight,283,gate,9,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""3"": 1, ""4"": 1, ""5"": 4, ""6"": 6, ""7"": 2}"
292,blk.20.ffn_up_exps.weight,173,up,20,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""2"": 1, ""3"": 4, ""4"": 2, ""5"": 5, ""6"": 2}"
293,blk.20.ffn_gate_exps.weight,173,gate,20,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""2"": 1, ""3"": 4, ""4"": 2, ""5"": 5, ""6"": 2}"
294,blk.11.ffn_up_exps.weight,127,up,11,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""2"": 2, ""3"": 5, ""4"": 4, ""5"": 1, ""6"": 1, ""7"": 1}"
295,blk.11.ffn_gate_exps.weight,127,gate,11,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""2"": 2, ""3"": 5, ""4"": 4, ""5"": 1, ""6"": 1, ""7"": 1}"
296,blk.17.ffn_up_exps.weight,175,up,17,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""1"": 1, ""2"": 4, ""3"": 4, ""4"": 3, ""6"": 2}"
297,blk.17.ffn_gate_exps.weight,175,gate,17,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""1"": 1, ""2"": 4, ""3"": 4, ""4"": 3, ""6"": 2}"
298,blk.30.ffn_up_exps.weight,215,up,30,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""3"": 4, ""4"": 7, ""6"": 2, ""7"": 1}"
299,blk.53.ffn_up_exps.weight,205,up,53,4702208,14,65830912,"dev_france_regression,dev_intelligence_general","{""0"": 14}","{""0"": 65830912}","{""2"": 1, ""3"": 2, ""4"": 4, ""5"": 5, ""6"": 2}"
300,blk.7.ffn_down_exps.weight,63,down,7,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""4"": 2, ""6"": 2, ""7"": 4, ""8"": 5}"
301,blk.18.ffn_down_exps.weight,185,down,18,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""2"": 1, ""4"": 2, ""5"": 3, ""6"": 3, ""7"": 2, ""8"": 2}"
302,blk.7.ffn_down_exps.weight,257,down,7,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""4"": 2, ""5"": 5, ""6"": 3, ""7"": 3}"
303,blk.7.ffn_down_exps.weight,304,down,7,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""4"": 2, ""5"": 2, ""6"": 2, ""7"": 3, ""8"": 4}"
304,blk.8.ffn_down_exps.weight,218,down,8,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""4"": 2, ""5"": 4, ""6"": 5, ""7"": 2}"
305,blk.9.ffn_down_exps.weight,122,down,9,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 4, ""7"": 4, ""8"": 2}"
306,blk.18.ffn_down_exps.weight,73,down,18,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""4"": 1, ""5"": 2, ""6"": 3, ""7"": 2, ""8"": 5}"
307,blk.6.ffn_down_exps.weight,148,down,6,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""6"": 4, ""7"": 6, ""8"": 3}"
308,blk.8.ffn_down_exps.weight,237,down,8,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""3"": 1, ""4"": 1, ""5"": 3, ""6"": 6, ""7"": 2}"
309,blk.9.ffn_down_exps.weight,211,down,9,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""5"": 3, ""6"": 3, ""7"": 5, ""8"": 2}"
310,blk.7.ffn_down_exps.weight,156,down,7,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""3"": 1, ""4"": 1, ""5"": 5, ""7"": 3, ""8"": 3}"
311,blk.6.ffn_down_exps.weight,358,down,6,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""4"": 1, ""5"": 3, ""6"": 3, ""7"": 3, ""8"": 3}"
312,blk.7.ffn_down_exps.weight,274,down,7,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""5"": 2, ""6"": 1, ""7"": 3, ""8"": 7}"
313,blk.7.ffn_down_exps.weight,238,down,7,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""3"": 1, ""4"": 3, ""6"": 2, ""7"": 5, ""8"": 2}"
314,blk.9.ffn_down_exps.weight,212,down,9,8257536,13,107347968,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 107347968}","{""4"": 1, ""5"": 3, ""6"": 3, ""7"": 5, ""8"": 1}"
315,blk.16.ffn_down_exps.weight,280,down,16,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""3"": 2, ""5"": 3, ""6"": 3, ""7"": 3, ""8"": 2}"
316,blk.57.ffn_down_exps.weight,275,down,57,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""2"": 2, ""3"": 3, ""4"": 2, ""5"": 1, ""6"": 4, ""7"": 1}"
317,blk.25.ffn_down_exps.weight,185,down,25,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""3"": 1, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 1, ""8"": 2}"
318,blk.24.ffn_down_exps.weight,121,down,24,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""7"": 3, ""8"": 10}"
319,blk.25.ffn_down_exps.weight,34,down,25,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""6"": 2, ""7"": 4, ""8"": 7}"
320,blk.25.ffn_down_exps.weight,145,down,25,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""7"": 6, ""8"": 7}"
321,blk.21.ffn_down_exps.weight,124,down,21,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""3"": 1, ""4"": 3, ""5"": 6, ""6"": 2, ""7"": 1}"
322,blk.19.ffn_down_exps.weight,17,down,19,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""1"": 1, ""3"": 1, ""5"": 2, ""6"": 3, ""7"": 3, ""8"": 3}"
323,blk.19.ffn_down_exps.weight,302,down,19,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""3"": 2, ""4"": 3, ""5"": 2, ""6"": 2, ""7"": 3, ""8"": 1}"
324,blk.20.ffn_down_exps.weight,238,down,20,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 4, ""8"": 1}"
325,blk.26.ffn_down_exps.weight,294,down,26,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""4"": 2, ""5"": 5, ""7"": 5, ""8"": 1}"
326,blk.22.ffn_down_exps.weight,10,down,22,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 1, ""6"": 2, ""7"": 3, ""8"": 1}"
327,blk.4.ffn_down_exps.weight,130,down,4,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""3"": 1, ""5"": 1, ""6"": 3, ""7"": 2, ""8"": 6}"
328,blk.16.ffn_down_exps.weight,377,down,16,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""2"": 1, ""3"": 2, ""4"": 4, ""5"": 3, ""7"": 1, ""8"": 2}"
329,blk.19.ffn_down_exps.weight,102,down,19,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""3"": 2, ""4"": 2, ""5"": 4, ""6"": 3, ""7"": 2}"
330,blk.24.ffn_down_exps.weight,26,down,24,7798784,13,101384192,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 101384192}","{""2"": 2, ""4"": 1, ""5"": 4, ""6"": 4, ""7"": 1, ""8"": 1}"
331,blk.3.ffn_down_exps.weight,37,down,3,6311936,13,82055168,"dev_france_regression,dev_intelligence_general","{""2"": 13}","{""2"": 82055168}","{""4"": 2, ""5"": 1, ""7"": 7, ""8"": 3}"
332,blk.32.ffn_down_exps.weight,331,down,32,6311936,13,82055168,"dev_france_regression,dev_intelligence_general","{""6"": 13}","{""6"": 82055168}","{""4"": 2, ""5"": 4, ""6"": 4, ""7"": 2, ""8"": 1}"
333,blk.45.ffn_down_exps.weight,379,down,45,6311936,13,82055168,"dev_france_regression,dev_intelligence_general","{""8"": 13}","{""8"": 82055168}","{""2"": 1, ""3"": 2, ""4"": 1, ""5"": 2, ""6"": 3, ""7"": 2, ""8"": 2}"
334,blk.12.ffn_down_exps.weight,184,down,12,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""4"": 1, ""5"": 2, ""6"": 4, ""7"": 2, ""8"": 4}"
335,blk.42.ffn_down_exps.weight,50,down,42,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 3, ""3"": 2, ""4"": 1, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 1}"
336,blk.46.ffn_down_exps.weight,133,down,46,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""4"": 3, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 3}"
337,blk.49.ffn_down_exps.weight,282,down,49,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""4"": 4, ""5"": 2, ""6"": 3, ""7"": 1, ""8"": 3}"
338,blk.31.ffn_down_exps.weight,285,down,31,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""4"": 1, ""6"": 5, ""7"": 4, ""8"": 3}"
339,blk.38.ffn_down_exps.weight,314,down,38,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""4"": 2, ""5"": 1, ""7"": 1, ""8"": 8}"
340,blk.41.ffn_down_exps.weight,243,down,41,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 3, ""4"": 1, ""5"": 4, ""6"": 3, ""7"": 2}"
341,blk.47.ffn_down_exps.weight,217,down,47,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 4, ""4"": 2, ""5"": 3, ""6"": 1, ""7"": 2, ""8"": 1}"
342,blk.56.ffn_down_exps.weight,30,down,56,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 1, ""3"": 1, ""5"": 3, ""6"": 5, ""7"": 2, ""8"": 1}"
343,blk.40.ffn_down_exps.weight,175,down,40,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 3, ""3"": 3, ""4"": 3, ""5"": 3, ""8"": 1}"
344,blk.1.ffn_down_exps.weight,197,down,1,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""1"": 13}","{""1"": 82001920}","{""6"": 1, ""7"": 6, ""8"": 6}"
345,blk.38.ffn_down_exps.weight,263,down,38,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 1, ""8"": 2}"
346,blk.50.ffn_down_exps.weight,221,down,50,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""4"": 4, ""5"": 5, ""6"": 1, ""7"": 2, ""8"": 1}"
347,blk.54.ffn_down_exps.weight,72,down,54,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""4"": 2, ""5"": 1, ""6"": 4, ""7"": 3, ""8"": 3}"
348,blk.55.ffn_down_exps.weight,323,down,55,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 3, ""4"": 4, ""5"": 3, ""6"": 2, ""7"": 1}"
349,blk.29.ffn_down_exps.weight,236,down,29,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""6"": 3, ""7"": 2, ""8"": 7}"
350,blk.31.ffn_down_exps.weight,53,down,31,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""5"": 1, ""6"": 2, ""7"": 6, ""8"": 4}"
351,blk.34.ffn_down_exps.weight,288,down,34,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""5"": 3, ""7"": 3, ""8"": 7}"
352,blk.37.ffn_down_exps.weight,94,down,37,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""4"": 1, ""5"": 1, ""6"": 1, ""7"": 5, ""8"": 5}"
353,blk.50.ffn_down_exps.weight,217,down,50,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 2, ""4"": 3, ""5"": 4, ""6"": 2, ""7"": 1, ""8"": 1}"
354,blk.36.ffn_down_exps.weight,285,down,36,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""4"": 3, ""5"": 4, ""6"": 1, ""7"": 3, ""8"": 1}"
355,blk.46.ffn_down_exps.weight,243,down,46,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 3, ""4"": 2, ""5"": 5, ""6"": 1, ""7"": 1, ""8"": 1}"
356,blk.42.ffn_down_exps.weight,19,down,42,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 2, ""3"": 5, ""4"": 3, ""5"": 2, ""8"": 1}"
357,blk.55.ffn_down_exps.weight,138,down,55,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""4"": 5, ""5"": 2, ""6"": 3, ""7"": 2}"
358,blk.59.ffn_down_exps.weight,208,down,59,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""1"": 1, ""3"": 1, ""4"": 1, ""5"": 2, ""6"": 4, ""7"": 2, ""8"": 2}"
359,blk.30.ffn_down_exps.weight,82,down,30,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""4"": 3, ""5"": 2, ""6"": 3, ""7"": 3, ""8"": 1}"
360,blk.33.ffn_down_exps.weight,80,down,33,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""4"": 3, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 3}"
361,blk.36.ffn_down_exps.weight,174,down,36,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""1"": 1, ""2"": 1, ""3"": 6, ""4"": 2, ""6"": 1, ""7"": 1, ""8"": 1}"
362,blk.43.ffn_down_exps.weight,273,down,43,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 3, ""6"": 4}"
363,blk.44.ffn_down_exps.weight,355,down,44,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 1, ""3"": 2, ""4"": 5, ""5"": 2, ""6"": 2, ""8"": 1}"
364,blk.55.ffn_down_exps.weight,80,down,55,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 1, ""3"": 4, ""5"": 3, ""6"": 3, ""7"": 2}"
365,blk.28.ffn_down_exps.weight,83,down,28,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 2, ""4"": 1, ""5"": 2, ""6"": 5, ""7"": 3}"
366,blk.59.ffn_down_exps.weight,113,down,59,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 3, ""4"": 2, ""5"": 4, ""6"": 1, ""7"": 1, ""8"": 2}"
367,blk.3.ffn_down_exps.weight,300,down,3,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""5"": 1, ""6"": 4, ""7"": 6, ""8"": 2}"
368,blk.11.ffn_down_exps.weight,64,down,11,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""5"": 5, ""6"": 4, ""7"": 3, ""8"": 1}"
369,blk.30.ffn_down_exps.weight,217,down,30,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 2, ""6"": 2, ""7"": 1, ""8"": 2}"
370,blk.37.ffn_down_exps.weight,124,down,37,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 5, ""5"": 3, ""6"": 1, ""7"": 1}"
371,blk.53.ffn_down_exps.weight,59,down,53,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""4"": 3, ""5"": 4, ""6"": 5, ""8"": 1}"
372,blk.47.ffn_down_exps.weight,46,down,47,6307840,13,82001920,"dev_france_regression,dev_intelligence_general","{""0"": 13}","{""0"": 82001920}","{""3"": 1, ""4"": 2, ""5"": 1, ""6"": 3, ""7"": 4, ""8"": 2}"
