rank,tensor,expert_idx,role,layer,expert_bytes,rows,bytes,prompts,source_rows,source_bytes,jobs_hist
438,blk.15.ffn_down_exps.weight,196,down,15,8257536,7,57802752,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 57802752}","{""2"": 2, ""3"": 2, ""5"": 3}"
439,blk.15.ffn_down_exps.weight,46,down,15,8257536,7,57802752,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 57802752}","{""4"": 3, ""5"": 2, ""6"": 1, ""8"": 1}"
440,blk.4.ffn_down_exps.weight,335,down,4,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""7"": 2, ""8"": 5}"
441,blk.22.ffn_down_exps.weight,137,down,22,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""2"": 1, ""4"": 1, ""5"": 2, ""6"": 1, ""8"": 2}"
442,blk.24.ffn_down_exps.weight,259,down,24,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""5"": 2, ""6"": 2, ""7"": 2, ""8"": 1}"
443,blk.24.ffn_down_exps.weight,285,down,24,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""4"": 2, ""6"": 2, ""7"": 1, ""8"": 2}"
444,blk.25.ffn_down_exps.weight,364,down,25,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 3}"
445,blk.57.ffn_down_exps.weight,152,down,57,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""5"": 3, ""6"": 1, ""8"": 3}"
446,blk.24.ffn_down_exps.weight,348,down,24,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""4"": 1, ""5"": 1, ""7"": 3, ""8"": 2}"
447,blk.16.ffn_down_exps.weight,283,down,16,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""3"": 1, ""4"": 2, ""6"": 2, ""7"": 1, ""8"": 1}"
448,blk.58.ffn_down_exps.weight,146,down,58,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""4"": 3, ""5"": 1, ""6"": 1, ""7"": 2}"
449,blk.57.ffn_down_exps.weight,381,down,57,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""3"": 1, ""5"": 1, ""6"": 4, ""8"": 1}"
450,blk.26.ffn_down_exps.weight,35,down,26,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""3"": 1, ""4"": 1, ""6"": 1, ""7"": 2, ""8"": 2}"
451,blk.16.ffn_down_exps.weight,8,down,16,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""3"": 1, ""4"": 1, ""6"": 1, ""7"": 2, ""8"": 2}"
452,blk.16.ffn_down_exps.weight,78,down,16,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""5"": 1, ""7"": 2, ""8"": 4}"
453,blk.19.ffn_down_exps.weight,194,down,19,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""4"": 1, ""6"": 1, ""7"": 3, ""8"": 2}"
454,blk.22.ffn_down_exps.weight,103,down,22,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""5"": 1, ""6"": 4, ""7"": 1, ""8"": 1}"
455,blk.21.ffn_down_exps.weight,124,down,21,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""4"": 1, ""5"": 5, ""6"": 1}"
456,blk.22.ffn_down_exps.weight,106,down,22,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""3"": 2, ""4"": 2, ""5"": 1, ""6"": 2}"
457,blk.16.ffn_down_exps.weight,231,down,16,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""4"": 1, ""5"": 3, ""6"": 1, ""7"": 1, ""8"": 1}"
458,blk.22.ffn_down_exps.weight,237,down,22,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""2"": 2, ""3"": 1, ""4"": 1, ""6"": 1, ""7"": 2}"
459,blk.4.ffn_down_exps.weight,266,down,4,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""5"": 1, ""6"": 2, ""7"": 2, ""8"": 2}"
460,blk.19.ffn_down_exps.weight,302,down,19,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""3"": 1, ""4"": 2, ""6"": 2, ""7"": 2}"
461,blk.25.ffn_down_exps.weight,118,down,25,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""3"": 1, ""6"": 3, ""7"": 2, ""8"": 1}"
462,blk.23.ffn_down_exps.weight,307,down,23,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""3"": 1, ""5"": 1, ""6"": 3, ""7"": 1, ""8"": 1}"
463,blk.58.ffn_down_exps.weight,65,down,58,7798784,7,54591488,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 54591488}","{""4"": 3, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 1}"
464,blk.2.ffn_down_exps.weight,206,down,2,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""4"": 1, ""6"": 2, ""7"": 2, ""8"": 2}"
465,blk.2.ffn_down_exps.weight,330,down,2,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""6"": 2, ""7"": 3, ""8"": 2}"
466,blk.3.ffn_down_exps.weight,290,down,3,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""6"": 2, ""7"": 3, ""8"": 2}"
467,blk.13.ffn_down_exps.weight,79,down,13,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 3, ""6"": 2, ""7"": 1, ""8"": 1}"
468,blk.27.ffn_down_exps.weight,64,down,27,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 3, ""6"": 1, ""7"": 2, ""8"": 1}"
469,blk.28.ffn_down_exps.weight,213,down,28,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 1, ""6"": 1, ""7"": 1, ""8"": 4}"
470,blk.30.ffn_down_exps.weight,340,down,30,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""6"": 2, ""7"": 2, ""8"": 2}"
471,blk.31.ffn_down_exps.weight,174,down,31,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 2, ""6"": 2, ""8"": 3}"
472,blk.33.ffn_down_exps.weight,277,down,33,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""5"": 1, ""7"": 1, ""8"": 4}"
473,blk.34.ffn_down_exps.weight,246,down,34,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""2"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 2}"
474,blk.38.ffn_down_exps.weight,246,down,38,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""5"": 3, ""6"": 1, ""8"": 2}"
475,blk.42.ffn_down_exps.weight,87,down,42,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""5"": 1, ""6"": 2, ""7"": 1, ""8"": 2}"
476,blk.46.ffn_down_exps.weight,133,down,46,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 2, ""5"": 2, ""6"": 1, ""8"": 2}"
477,blk.60.ffn_down_exps.weight,172,down,60,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""7"": 4, ""8"": 3}"
478,blk.11.ffn_down_exps.weight,175,down,11,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 2, ""5"": 1, ""6"": 2, ""7"": 1, ""8"": 1}"
479,blk.17.ffn_down_exps.weight,378,down,17,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""6"": 1, ""7"": 1, ""8"": 5}"
480,blk.31.ffn_down_exps.weight,285,down,31,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""6"": 4, ""8"": 2}"
481,blk.33.ffn_down_exps.weight,376,down,33,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 1, ""6"": 3, ""8"": 3}"
482,blk.34.ffn_down_exps.weight,147,down,34,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 2, ""7"": 1, ""8"": 4}"
483,blk.38.ffn_down_exps.weight,314,down,38,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""4"": 1, ""5"": 1, ""8"": 4}"
484,blk.43.ffn_down_exps.weight,239,down,43,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 3, ""5"": 1, ""6"": 1, ""8"": 2}"
485,blk.49.ffn_down_exps.weight,274,down,49,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""4"": 3, ""5"": 1, ""6"": 1, ""8"": 1}"
486,blk.49.ffn_down_exps.weight,320,down,49,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""4"": 2, ""6"": 1, ""7"": 1, ""8"": 2}"
487,blk.3.ffn_down_exps.weight,23,down,3,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 1, ""6"": 2, ""7"": 1, ""8"": 3}"
488,blk.5.ffn_down_exps.weight,45,down,5,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 1, ""6"": 1, ""7"": 5}"
489,blk.31.ffn_down_exps.weight,157,down,31,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""4"": 1, ""5"": 2, ""6"": 1, ""7"": 1, ""8"": 1}"
490,blk.29.ffn_down_exps.weight,200,down,29,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 2, ""6"": 2, ""7"": 1, ""8"": 2}"
491,blk.44.ffn_down_exps.weight,296,down,44,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""4"": 3, ""5"": 3}"
492,blk.50.ffn_down_exps.weight,221,down,50,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 2, ""5"": 3, ""6"": 1, ""8"": 1}"
493,blk.53.ffn_down_exps.weight,222,down,53,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""5"": 3, ""6"": 1, ""7"": 2}"
494,blk.59.ffn_down_exps.weight,330,down,59,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""6"": 3, ""7"": 2, ""8"": 2}"
495,blk.54.ffn_down_exps.weight,72,down,54,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""5"": 1, ""6"": 3, ""7"": 2}"
496,blk.12.ffn_down_exps.weight,155,down,12,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 1}"
497,blk.37.ffn_down_exps.weight,229,down,37,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""2"": 1, ""3"": 1, ""4"": 1, ""6"": 2, ""8"": 2}"
498,blk.43.ffn_down_exps.weight,1,down,43,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 2, ""5"": 3, ""6"": 2}"
499,blk.13.ffn_down_exps.weight,108,down,13,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 3, ""5"": 1, ""6"": 2, ""7"": 1}"
500,blk.27.ffn_down_exps.weight,309,down,27,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 2, ""6"": 2, ""7"": 1, ""8"": 2}"
501,blk.43.ffn_down_exps.weight,209,down,43,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""1"": 1, ""3"": 3, ""4"": 1, ""5"": 1, ""8"": 1}"
502,blk.2.ffn_down_exps.weight,266,down,2,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""4"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 3}"
503,blk.29.ffn_down_exps.weight,350,down,29,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""5"": 1, ""7"": 2, ""8"": 3}"
504,blk.49.ffn_down_exps.weight,363,down,49,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 2, ""4"": 2, ""6"": 1, ""7"": 1, ""8"": 1}"
505,blk.55.ffn_down_exps.weight,90,down,55,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 2, ""7"": 1, ""8"": 1}"
506,blk.17.ffn_down_exps.weight,241,down,17,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""5"": 2, ""6"": 1, ""8"": 3}"
507,blk.30.ffn_down_exps.weight,130,down,30,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""6"": 2, ""8"": 5}"
508,blk.31.ffn_down_exps.weight,53,down,31,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 1, ""6"": 2, ""7"": 1, ""8"": 3}"
509,blk.31.ffn_down_exps.weight,301,down,31,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 1, ""6"": 2, ""7"": 1, ""8"": 3}"
510,blk.32.ffn_down_exps.weight,363,down,32,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""6"": 2, ""7"": 3, ""8"": 2}"
511,blk.36.ffn_down_exps.weight,196,down,36,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""6"": 1, ""7"": 1, ""8"": 4}"
512,blk.45.ffn_down_exps.weight,189,down,45,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 3, ""6"": 2, ""8"": 2}"
513,blk.17.ffn_down_exps.weight,62,down,17,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 2, ""6"": 2, ""7"": 1, ""8"": 2}"
514,blk.42.ffn_down_exps.weight,57,down,42,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""2"": 1, ""4"": 2, ""5"": 1, ""6"": 2, ""8"": 1}"
515,blk.50.ffn_down_exps.weight,155,down,50,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 2, ""5"": 1, ""6"": 3, ""8"": 1}"
516,blk.2.ffn_down_exps.weight,265,down,2,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""4"": 2, ""6"": 1, ""7"": 3, ""8"": 1}"
517,blk.55.ffn_down_exps.weight,80,down,55,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 2, ""5"": 2, ""6"": 2, ""7"": 1}"
518,blk.59.ffn_down_exps.weight,8,down,59,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""6"": 5, ""7"": 1}"
519,blk.1.ffn_down_exps.weight,302,down,1,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""7"": 4, ""8"": 3}"
520,blk.5.ffn_down_exps.weight,67,down,5,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""7"": 4, ""8"": 3}"
521,blk.13.ffn_down_exps.weight,280,down,13,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 2, ""4"": 1, ""5"": 2, ""6"": 2}"
522,blk.17.ffn_down_exps.weight,169,down,17,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 2, ""6"": 2, ""8"": 3}"
523,blk.54.ffn_down_exps.weight,277,down,54,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""2"": 1, ""3"": 1, ""5"": 4, ""7"": 1}"
524,blk.28.ffn_down_exps.weight,345,down,28,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 2, ""5"": 1, ""6"": 1, ""7"": 3}"
525,blk.46.ffn_down_exps.weight,200,down,46,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""4"": 1, ""5"": 3, ""6"": 1, ""8"": 1}"
526,blk.53.ffn_down_exps.weight,59,down,53,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 1, ""5"": 4, ""6"": 1, ""8"": 1}"
527,blk.1.ffn_down_exps.weight,195,down,1,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""7"": 4, ""8"": 3}"
528,blk.2.ffn_down_exps.weight,178,down,2,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""6"": 2, ""7"": 1, ""8"": 4}"
529,blk.13.ffn_down_exps.weight,16,down,13,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 1, ""5"": 2, ""7"": 1, ""8"": 3}"
530,blk.53.ffn_down_exps.weight,14,down,53,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 2, ""4"": 2, ""5"": 2, ""6"": 1}"
531,blk.1.ffn_down_exps.weight,256,down,1,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""5"": 2, ""6"": 3, ""7"": 1, ""8"": 1}"
532,blk.59.ffn_down_exps.weight,290,down,59,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 2, ""4"": 2, ""5"": 1, ""6"": 1, ""8"": 1}"
533,blk.12.ffn_down_exps.weight,161,down,12,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""5"": 1, ""6"": 3, ""7"": 3}"
534,blk.41.ffn_down_exps.weight,346,down,41,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""3"": 2, ""4"": 3, ""5"": 1, ""7"": 1}"
535,blk.2.ffn_down_exps.weight,358,down,2,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""6"": 2, ""7"": 2, ""8"": 3}"
536,blk.1.ffn_down_exps.weight,261,down,1,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""1"": 7}","{""1"": 44154880}","{""6"": 3, ""7"": 3, ""8"": 1}"
537,blk.13.ffn_down_exps.weight,221,down,13,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""4"": 3, ""5"": 2, ""7"": 1, ""8"": 1}"
538,blk.5.ffn_down_exps.weight,245,down,5,6307840,7,44154880,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 44154880}","{""7"": 6, ""8"": 1}"
539,blk.2.ffn_up_exps.weight,206,up,2,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 1, ""4"": 2, ""5"": 1, ""7"": 1, ""8"": 2}"
540,blk.2.ffn_gate_exps.weight,206,gate,2,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 1, ""4"": 2, ""5"": 1, ""7"": 1, ""8"": 2}"
541,blk.5.ffn_up_exps.weight,210,up,5,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""7"": 1, ""8"": 6}"
542,blk.5.ffn_gate_exps.weight,210,gate,5,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""7"": 1, ""8"": 6}"
543,blk.7.ffn_up_exps.weight,39,up,7,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 2, ""5"": 1, ""6"": 2, ""8"": 2}"
544,blk.29.ffn_gate_exps.weight,226,gate,29,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 2, ""6"": 1, ""7"": 3, ""8"": 1}"
545,blk.31.ffn_gate_exps.weight,42,gate,31,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 1, ""5"": 1, ""6"": 1, ""8"": 4}"
546,blk.45.ffn_gate_exps.weight,26,gate,45,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 2, ""4"": 4, ""8"": 1}"
547,blk.14.ffn_gate_exps.weight,132,gate,14,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 1, ""5"": 1, ""6"": 3, ""7"": 1, ""8"": 1}"
548,blk.31.ffn_gate_exps.weight,285,gate,31,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 1, ""5"": 2, ""6"": 2, ""8"": 2}"
549,blk.33.ffn_gate_exps.weight,376,gate,33,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""5"": 1, ""6"": 3, ""8"": 3}"
550,blk.34.ffn_gate_exps.weight,147,gate,34,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 2, ""6"": 1, ""8"": 4}"
551,blk.38.ffn_gate_exps.weight,314,gate,38,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""1"": 1, ""3"": 1, ""5"": 1, ""8"": 4}"
552,blk.43.ffn_gate_exps.weight,239,gate,43,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 1, ""4"": 3, ""6"": 1, ""8"": 2}"
553,blk.47.ffn_gate_exps.weight,4,gate,47,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 4, ""4"": 3}"
554,blk.5.ffn_up_exps.weight,45,up,5,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 1, ""5"": 2, ""6"": 2, ""7"": 2}"
555,blk.5.ffn_gate_exps.weight,45,gate,5,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 1, ""5"": 2, ""6"": 2, ""7"": 2}"
556,blk.29.ffn_gate_exps.weight,217,gate,29,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 2, ""5"": 2, ""6"": 1, ""7"": 1, ""8"": 1}"
557,blk.31.ffn_gate_exps.weight,91,gate,31,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""2"": 2, ""4"": 4, ""6"": 1}"
558,blk.50.ffn_gate_exps.weight,221,gate,50,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 2, ""4"": 1, ""5"": 4}"
559,blk.60.ffn_up_exps.weight,251,up,60,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 2, ""5"": 1, ""6"": 2, ""7"": 2}"
560,blk.60.ffn_gate_exps.weight,251,gate,60,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 2, ""5"": 1, ""6"": 2, ""7"": 2}"
561,blk.6.ffn_up_exps.weight,34,up,6,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 2, ""5"": 2, ""6"": 3}"
562,blk.6.ffn_gate_exps.weight,34,gate,6,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""4"": 2, ""5"": 2, ""6"": 3}"
563,blk.30.ffn_gate_exps.weight,86,gate,30,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 1, ""4"": 1, ""5"": 4, ""6"": 1}"
564,blk.40.ffn_gate_exps.weight,140,gate,40,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""3"": 1, ""4"": 2, ""5"": 2, ""7"": 1, ""8"": 1}"
565,blk.43.ffn_gate_exps.weight,209,gate,43,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""1"": 1, ""3"": 3, ""4"": 1, ""5"": 1, ""8"": 1}"
566,blk.2.ffn_up_exps.weight,208,up,2,5619712,7,39337984,"dev_france_regression,dev_intelligence_general","{""0"": 7}","{""0"": 39337984}","{""2"": 1, ""4"": 2, ""6"": 1, ""8"": 3}"
