layer	kind	tensor	expert_idx	current_nbytes	remote_nbytes	remote_type	source_pack
4	gate	blk.4.ffn_gate_exps.weight	165	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	167	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	170	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	172	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	179	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	180	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	181	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	182	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	183	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	186	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	187	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	188	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	191	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	193	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	195	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	197	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	198	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	200	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	203	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	206	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	210	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	213	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	214	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	215	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	216	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	217	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	218	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	219	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	221	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	222	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	224	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	227	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	228	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	234	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	237	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	241	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	242	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	243	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	244	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	245	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	246	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	248	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	250	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	251	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	252	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	255	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	257	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	258	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	260	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	261	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	263	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	266	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	267	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	268	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	270	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	272	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	276	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	279	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	280	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	285	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	293	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	294	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	297	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	298	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	307	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	310	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	311	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	313	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	314	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	322	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	324	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	326	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	329	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	331	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	332	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	334	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	335	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	336	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	337	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	339	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	341	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	344	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	345	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	348	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	352	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	353	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	355	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	356	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	358	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	359	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	362	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	364	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	368	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	370	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	372	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	374	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	377	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	380	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	gate	blk.4.ffn_gate_exps.weight	382	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	1	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	2	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	5	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	9	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	15	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	16	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	21	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	25	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	26	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	27	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	31	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	35	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	36	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	37	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	38	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	45	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	49	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	53	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	54	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	55	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	57	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	60	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	66	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	68	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	70	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	73	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	75	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	77	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	79	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	80	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	82	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	84	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	86	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	87	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	89	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	93	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	94	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	96	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	97	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	101	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	104	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	105	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	112	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	114	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	115	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	116	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	117	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	121	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	122	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	124	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	127	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	128	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	130	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	131	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	134	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	135	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	139	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	146	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	148	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	149	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	152	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	155	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	158	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	159	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	165	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	167	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	170	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	172	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	179	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	180	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	181	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	182	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	183	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	186	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	187	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	188	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	191	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	193	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	195	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	197	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	198	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	200	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	203	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	206	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	210	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	213	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	214	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	215	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	216	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	217	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	218	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	219	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	221	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	222	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	224	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	227	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	228	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	234	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	237	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	241	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	242	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	243	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	244	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	245	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	246	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	248	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	250	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	251	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	252	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	255	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	257	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	258	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	260	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	261	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	263	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
4	up	blk.4.ffn_up_exps.weight	266	5619712	2867200	IQ1_S	mradermacher-i1-IQ1_S-dev-route-budgeted
