entry_idx	tensor	expert_idx	kind	layer	remote_type	current_nbytes	remote_nbytes	runtime_nbytes_match	remote_shard_name	remote_url	remote_abs_start	remote_abs_end	remote_range_header	remote_range_valid	pack_offset	source_pack
10348	blk.27.ffn_up_exps.weight	249	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26641608128	26644475327	bytes=26641608128-26644475327	1	39781814272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10349	blk.27.ffn_up_exps.weight	250	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26644475328	26647342527	bytes=26644475328-26647342527	1	39784681472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10350	blk.27.ffn_up_exps.weight	252	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26650209728	26653076927	bytes=26650209728-26653076927	1	39787548672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10351	blk.27.ffn_up_exps.weight	255	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26658811328	26661678527	bytes=26658811328-26661678527	1	39790415872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10352	blk.27.ffn_up_exps.weight	256	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26661678528	26664545727	bytes=26661678528-26664545727	1	39793283072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10353	blk.27.ffn_up_exps.weight	257	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26664545728	26667412927	bytes=26664545728-26667412927	1	39796150272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10354	blk.27.ffn_up_exps.weight	258	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26667412928	26670280127	bytes=26667412928-26670280127	1	39799017472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10355	blk.27.ffn_up_exps.weight	260	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26673147328	26676014527	bytes=26673147328-26676014527	1	39801884672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10356	blk.27.ffn_up_exps.weight	267	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26693217728	26696084927	bytes=26693217728-26696084927	1	39804751872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10357	blk.27.ffn_up_exps.weight	269	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26698952128	26701819327	bytes=26698952128-26701819327	1	39807619072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10358	blk.27.ffn_up_exps.weight	270	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26701819328	26704686527	bytes=26701819328-26704686527	1	39810486272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10359	blk.27.ffn_up_exps.weight	271	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26704686528	26707553727	bytes=26704686528-26707553727	1	39813353472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10360	blk.27.ffn_up_exps.weight	272	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26707553728	26710420927	bytes=26707553728-26710420927	1	39816220672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10361	blk.27.ffn_up_exps.weight	274	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26713288128	26716155327	bytes=26713288128-26716155327	1	39819087872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10362	blk.27.ffn_up_exps.weight	275	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26716155328	26719022527	bytes=26716155328-26719022527	1	39821955072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10363	blk.27.ffn_up_exps.weight	276	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26719022528	26721889727	bytes=26719022528-26721889727	1	39824822272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10364	blk.27.ffn_up_exps.weight	280	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26730491328	26733358527	bytes=26730491328-26733358527	1	39827689472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10365	blk.27.ffn_up_exps.weight	284	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26741960128	26744827327	bytes=26741960128-26744827327	1	39830556672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10366	blk.27.ffn_up_exps.weight	285	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26744827328	26747694527	bytes=26744827328-26747694527	1	39833423872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10367	blk.27.ffn_up_exps.weight	286	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26747694528	26750561727	bytes=26747694528-26750561727	1	39836291072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10368	blk.27.ffn_up_exps.weight	295	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26773499328	26776366527	bytes=26773499328-26776366527	1	39839158272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10369	blk.27.ffn_up_exps.weight	296	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26776366528	26779233727	bytes=26776366528-26779233727	1	39842025472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10370	blk.27.ffn_up_exps.weight	297	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26779233728	26782100927	bytes=26779233728-26782100927	1	39844892672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10371	blk.27.ffn_up_exps.weight	298	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26782100928	26784968127	bytes=26782100928-26784968127	1	39847759872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10372	blk.27.ffn_up_exps.weight	299	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26784968128	26787835327	bytes=26784968128-26787835327	1	39850627072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10373	blk.27.ffn_up_exps.weight	300	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26787835328	26790702527	bytes=26787835328-26790702527	1	39853494272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10374	blk.27.ffn_up_exps.weight	301	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26790702528	26793569727	bytes=26790702528-26793569727	1	39856361472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10375	blk.27.ffn_up_exps.weight	305	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26802171328	26805038527	bytes=26802171328-26805038527	1	39859228672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10376	blk.27.ffn_up_exps.weight	309	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26813640128	26816507327	bytes=26813640128-26816507327	1	39862095872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10377	blk.27.ffn_up_exps.weight	310	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26816507328	26819374527	bytes=26816507328-26819374527	1	39864963072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10378	blk.27.ffn_up_exps.weight	320	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26845179328	26848046527	bytes=26845179328-26848046527	1	39867830272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10379	blk.27.ffn_up_exps.weight	324	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26856648128	26859515327	bytes=26856648128-26859515327	1	39870697472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10380	blk.27.ffn_up_exps.weight	327	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26865249728	26868116927	bytes=26865249728-26868116927	1	39873564672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10381	blk.27.ffn_up_exps.weight	328	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26868116928	26870984127	bytes=26868116928-26870984127	1	39876431872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10382	blk.27.ffn_up_exps.weight	332	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26879585728	26882452927	bytes=26879585728-26882452927	1	39879299072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10383	blk.27.ffn_up_exps.weight	335	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26888187328	26891054527	bytes=26888187328-26891054527	1	39882166272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10384	blk.27.ffn_up_exps.weight	336	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26891054528	26893921727	bytes=26891054528-26893921727	1	39885033472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10385	blk.27.ffn_up_exps.weight	342	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26908257728	26911124927	bytes=26908257728-26911124927	1	39887900672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10386	blk.27.ffn_up_exps.weight	348	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26925460928	26928328127	bytes=26925460928-26928328127	1	39890767872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10387	blk.27.ffn_up_exps.weight	349	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26928328128	26931195327	bytes=26928328128-26931195327	1	39893635072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10388	blk.27.ffn_up_exps.weight	353	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26939796928	26942664127	bytes=26939796928-26942664127	1	39896502272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10389	blk.27.ffn_up_exps.weight	355	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26945531328	26948398527	bytes=26945531328-26948398527	1	39899369472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10390	blk.27.ffn_up_exps.weight	356	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26948398528	26951265727	bytes=26948398528-26951265727	1	39902236672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10391	blk.27.ffn_up_exps.weight	357	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26951265728	26954132927	bytes=26951265728-26954132927	1	39905103872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10392	blk.27.ffn_up_exps.weight	358	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26954132928	26957000127	bytes=26954132928-26957000127	1	39907971072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10393	blk.27.ffn_up_exps.weight	360	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26959867328	26962734527	bytes=26959867328-26962734527	1	39910838272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10394	blk.27.ffn_up_exps.weight	361	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26962734528	26965601727	bytes=26962734528-26965601727	1	39913705472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10395	blk.27.ffn_up_exps.weight	363	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26968468928	26971336127	bytes=26968468928-26971336127	1	39916572672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10396	blk.27.ffn_up_exps.weight	365	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26974203328	26977070527	bytes=26974203328-26977070527	1	39919439872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10397	blk.27.ffn_up_exps.weight	372	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26994273728	26997140927	bytes=26994273728-26997140927	1	39922307072	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10398	blk.27.ffn_up_exps.weight	373	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	26997140928	27000008127	bytes=26997140928-27000008127	1	39925174272	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10399	blk.27.ffn_up_exps.weight	374	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	27000008128	27002875327	bytes=27000008128-27002875327	1	39928041472	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10400	blk.27.ffn_up_exps.weight	375	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	27002875328	27005742527	bytes=27002875328-27005742527	1	39930908672	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
10401	blk.27.ffn_up_exps.weight	379	up	27	IQ1_S	4702208	2867200	0	IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	https://huggingface.co/AesSedai/Kimi-K2.7-Code-GGUF/resolve/main/IQ2_XXS/Kimi-K2.7-Code-IQ2_XXS-00004-of-00007.gguf	27014344128	27017211327	bytes=27014344128-27017211327	1	39933775872	/root/lfz/runs/ik_llama/kimi-iq3s-assets/kimi-iq3s-france-l12-upgate-v2.expert-pack
