rank,tensor,expert_idx,role,layer,expert_bytes,rows,bytes,prompts,source_rows,source_bytes,jobs_hist
435,blk.19.ffn_gate_exps.weight,163,gate,19,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 1, ""6"": 2, ""7"": 4, ""8"": 3}"
436,blk.20.ffn_up_exps.weight,214,up,20,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""5"": 1, ""6"": 4, ""7"": 3, ""8"": 1}"
437,blk.20.ffn_gate_exps.weight,214,gate,20,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""5"": 1, ""6"": 4, ""7"": 3, ""8"": 1}"
438,blk.24.ffn_up_exps.weight,348,up,24,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 3, ""5"": 1, ""6"": 1, ""7"": 3, ""8"": 2}"
439,blk.24.ffn_gate_exps.weight,348,gate,24,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 3, ""5"": 1, ""6"": 1, ""7"": 3, ""8"": 2}"
440,blk.51.ffn_up_exps.weight,30,up,51,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""4"": 4, ""5"": 2, ""6"": 1, ""7"": 2}"
441,blk.53.ffn_up_exps.weight,182,up,53,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 3, ""4"": 2, ""5"": 2, ""6"": 3}"
442,blk.1.ffn_up_exps.weight,307,up,1,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 3, ""5"": 2, ""6"": 1, ""7"": 3, ""8"": 1}"
443,blk.1.ffn_gate_exps.weight,307,gate,1,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 3, ""5"": 2, ""6"": 1, ""7"": 3, ""8"": 1}"
444,blk.10.ffn_up_exps.weight,377,up,10,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 4, ""6"": 3, ""7"": 2, ""8"": 1}"
445,blk.10.ffn_gate_exps.weight,377,gate,10,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 4, ""6"": 3, ""7"": 2, ""8"": 1}"
446,blk.29.ffn_up_exps.weight,2,up,29,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 2, ""4"": 3, ""5"": 1, ""6"": 1, ""7"": 2, ""8"": 1}"
447,blk.48.ffn_up_exps.weight,93,up,48,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 1, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 2}"
448,blk.25.ffn_up_exps.weight,328,up,25,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 2, ""6"": 1, ""7"": 4, ""8"": 3}"
449,blk.25.ffn_gate_exps.weight,328,gate,25,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 2, ""6"": 1, ""7"": 4, ""8"": 3}"
450,blk.19.ffn_up_exps.weight,325,up,19,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 1, ""5"": 1, ""7"": 6, ""8"": 2}"
451,blk.19.ffn_gate_exps.weight,325,gate,19,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 1, ""5"": 1, ""7"": 6, ""8"": 2}"
452,blk.30.ffn_up_exps.weight,91,up,30,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""5"": 1, ""6"": 1, ""7"": 1, ""8"": 6}"
453,blk.30.ffn_up_exps.weight,130,up,30,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 1, ""6"": 2, ""7"": 2, ""8"": 5}"
454,blk.37.ffn_up_exps.weight,73,up,37,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 1, ""7"": 4, ""8"": 5}"
455,blk.38.ffn_up_exps.weight,298,up,38,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""7"": 3, ""8"": 7}"
456,blk.42.ffn_up_exps.weight,10,up,42,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 1, ""5"": 2, ""6"": 2, ""7"": 1, ""8"": 3}"
457,blk.43.ffn_up_exps.weight,115,up,43,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 2, ""6"": 2, ""8"": 6}"
458,blk.43.ffn_up_exps.weight,287,up,43,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 2, ""6"": 2, ""8"": 6}"
459,blk.44.ffn_up_exps.weight,373,up,44,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""6"": 3, ""7"": 2, ""8"": 4}"
460,blk.48.ffn_up_exps.weight,203,up,48,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 2, ""6"": 1, ""7"": 3, ""8"": 4}"
461,blk.43.ffn_up_exps.weight,75,up,43,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 3, ""4"": 3, ""5"": 1, ""6"": 1, ""7"": 1}"
462,blk.52.ffn_up_exps.weight,134,up,52,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 2, ""5"": 2, ""6"": 3, ""7"": 1, ""8"": 1}"
463,blk.54.ffn_up_exps.weight,194,up,54,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""3"": 1, ""4"": 2, ""5"": 5, ""6"": 1}"
464,blk.9.ffn_gate_exps.weight,270,gate,9,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 2, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 1}"
465,blk.21.ffn_up_exps.weight,124,up,21,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""2"": 1, ""4"": 2, ""5"": 4, ""6"": 2}"
466,blk.21.ffn_gate_exps.weight,124,gate,21,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""2"": 1, ""4"": 2, ""5"": 4, ""6"": 2}"
467,blk.25.ffn_up_exps.weight,17,up,25,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 2, ""4"": 2, ""5"": 2, ""6"": 1, ""7"": 3}"
468,blk.25.ffn_gate_exps.weight,17,gate,25,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 2, ""4"": 2, ""5"": 2, ""6"": 1, ""7"": 3}"
469,blk.49.ffn_up_exps.weight,210,up,49,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""2"": 1, ""4"": 3, ""5"": 4, ""6"": 1}"
470,blk.54.ffn_up_exps.weight,237,up,54,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 2, ""3"": 2, ""4"": 2, ""6"": 3, ""7"": 1}"
471,blk.19.ffn_up_exps.weight,302,up,19,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 4, ""4"": 2, ""5"": 1, ""7"": 1, ""8"": 1}"
472,blk.19.ffn_gate_exps.weight,302,gate,19,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 4, ""4"": 2, ""5"": 1, ""7"": 1, ""8"": 1}"
473,blk.36.ffn_up_exps.weight,136,up,36,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 2, ""3"": 1, ""4"": 3, ""5"": 2, ""6"": 1, ""7"": 1}"
474,blk.50.ffn_up_exps.weight,222,up,50,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 2, ""2"": 1, ""3"": 3, ""4"": 2, ""5"": 1, ""6"": 1}"
475,blk.1.ffn_up_exps.weight,368,up,1,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""4"": 3, ""6"": 5, ""7"": 1}"
476,blk.1.ffn_gate_exps.weight,368,gate,1,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""4"": 3, ""6"": 5, ""7"": 1}"
477,blk.9.ffn_gate_exps.weight,100,gate,9,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""4"": 3, ""5"": 2, ""6"": 2, ""7"": 1, ""8"": 1}"
478,blk.11.ffn_up_exps.weight,64,up,11,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 4, ""5"": 3, ""6"": 2}"
479,blk.11.ffn_gate_exps.weight,64,gate,11,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 4, ""5"": 3, ""6"": 2}"
480,blk.24.ffn_up_exps.weight,157,up,24,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 4, ""5"": 3, ""6"": 2}"
481,blk.24.ffn_gate_exps.weight,157,gate,24,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 4, ""5"": 3, ""6"": 2}"
482,blk.26.ffn_up_exps.weight,322,up,26,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 3, ""3"": 1, ""4"": 2, ""5"": 2, ""6"": 2}"
483,blk.26.ffn_gate_exps.weight,322,gate,26,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 3, ""3"": 1, ""4"": 2, ""5"": 2, ""6"": 2}"
484,blk.45.ffn_up_exps.weight,74,up,45,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 2, ""5"": 2}"
485,blk.47.ffn_up_exps.weight,40,up,47,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 2, ""2"": 4, ""3"": 1, ""4"": 3}"
486,blk.1.ffn_up_exps.weight,195,up,1,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 2, ""6"": 4, ""7"": 2, ""8"": 1}"
487,blk.1.ffn_gate_exps.weight,195,gate,1,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 2, ""6"": 4, ""7"": 2, ""8"": 1}"
488,blk.10.ffn_up_exps.weight,299,up,10,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 1, ""5"": 1, ""6"": 1, ""7"": 4, ""8"": 3}"
489,blk.10.ffn_gate_exps.weight,299,gate,10,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 1, ""5"": 1, ""6"": 1, ""7"": 4, ""8"": 3}"
490,blk.13.ffn_up_exps.weight,16,up,13,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 2, ""8"": 2}"
491,blk.13.ffn_gate_exps.weight,16,gate,13,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""7"": 2, ""8"": 2}"
492,blk.51.ffn_up_exps.weight,336,up,51,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 1, ""5"": 3, ""6"": 2, ""7"": 2, ""8"": 2}"
493,blk.13.ffn_up_exps.weight,115,up,13,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 3, ""4"": 2, ""5"": 2, ""6"": 2}"
494,blk.13.ffn_gate_exps.weight,115,gate,13,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 3, ""4"": 2, ""5"": 2, ""6"": 2}"
495,blk.16.ffn_up_exps.weight,64,up,16,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""3"": 4, ""4"": 2, ""5"": 3}"
496,blk.16.ffn_gate_exps.weight,64,gate,16,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""3"": 4, ""4"": 2, ""5"": 3}"
497,blk.17.ffn_up_exps.weight,238,up,17,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 3, ""4"": 2, ""5"": 4}"
498,blk.17.ffn_gate_exps.weight,238,gate,17,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 3, ""4"": 2, ""5"": 4}"
499,blk.1.ffn_up_exps.weight,306,up,1,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 1, ""8"": 3}"
500,blk.1.ffn_gate_exps.weight,306,gate,1,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 1, ""8"": 3}"
501,blk.23.ffn_up_exps.weight,307,up,23,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 3, ""4"": 1, ""5"": 2, ""6"": 2, ""7"": 2}"
502,blk.23.ffn_gate_exps.weight,307,gate,23,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 3, ""4"": 1, ""5"": 2, ""6"": 2, ""7"": 2}"
503,blk.30.ffn_up_exps.weight,335,up,30,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 1, ""5"": 5, ""6"": 1, ""7"": 2}"
504,blk.32.ffn_up_exps.weight,102,up,32,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 2, ""4"": 2, ""5"": 1, ""6"": 3, ""7"": 1, ""8"": 1}"
505,blk.16.ffn_up_exps.weight,341,up,16,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 2, ""4"": 5, ""5"": 1, ""6"": 1}"
506,blk.16.ffn_gate_exps.weight,341,gate,16,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 2, ""4"": 5, ""5"": 1, ""6"": 1}"
507,blk.21.ffn_up_exps.weight,159,up,21,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 1, ""4"": 3, ""5"": 4, ""6"": 1}"
508,blk.21.ffn_gate_exps.weight,159,gate,21,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 1, ""4"": 3, ""5"": 4, ""6"": 1}"
509,blk.18.ffn_up_exps.weight,294,up,18,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""3"": 1, ""4"": 1, ""5"": 4, ""6"": 1, ""7"": 2}"
510,blk.18.ffn_gate_exps.weight,294,gate,18,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""3"": 1, ""4"": 1, ""5"": 4, ""6"": 1, ""7"": 2}"
511,blk.34.ffn_up_exps.weight,263,up,34,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 1, ""5"": 3, ""6"": 2, ""7"": 2, ""8"": 2}"
512,blk.47.ffn_up_exps.weight,143,up,47,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 3, ""5"": 2, ""6"": 1, ""7"": 3, ""8"": 1}"
513,blk.19.ffn_up_exps.weight,304,up,19,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 1, ""5"": 2, ""6"": 1, ""7"": 5, ""8"": 1}"
514,blk.19.ffn_gate_exps.weight,304,gate,19,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""4"": 1, ""5"": 2, ""6"": 1, ""7"": 5, ""8"": 1}"
515,blk.52.ffn_up_exps.weight,119,up,52,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""3"": 1, ""6"": 3, ""7"": 2, ""8"": 3}"
516,blk.15.ffn_up_exps.weight,91,up,15,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 1, ""6"": 1, ""7"": 3, ""8"": 5}"
517,blk.15.ffn_gate_exps.weight,91,gate,15,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""5"": 1, ""6"": 1, ""7"": 3, ""8"": 5}"
518,blk.40.ffn_up_exps.weight,151,up,40,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 2, ""3"": 3, ""4"": 2, ""5"": 1, ""7"": 2}"
519,blk.25.ffn_up_exps.weight,280,up,25,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""4"": 2, ""5"": 4, ""6"": 1, ""7"": 1, ""8"": 1}"
520,blk.25.ffn_gate_exps.weight,280,gate,25,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""4"": 2, ""5"": 4, ""6"": 1, ""7"": 1, ""8"": 1}"
521,blk.27.ffn_up_exps.weight,328,up,27,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 2, ""5"": 4, ""6"": 2, ""7"": 1}"
522,blk.27.ffn_gate_exps.weight,328,gate,27,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 2, ""5"": 4, ""6"": 2, ""7"": 1}"
523,blk.43.ffn_up_exps.weight,102,up,43,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 2, ""5"": 3, ""6"": 2, ""7"": 1, ""8"": 1}"
524,blk.14.ffn_up_exps.weight,114,up,14,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 2, ""4"": 3, ""5"": 2, ""6"": 1, ""7"": 1}"
525,blk.38.ffn_up_exps.weight,88,up,38,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""2"": 1, ""3"": 3, ""5"": 2, ""6"": 2, ""7"": 1}"
526,blk.17.ffn_up_exps.weight,325,up,17,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 3, ""4"": 1, ""5"": 4, ""6"": 1}"
527,blk.17.ffn_gate_exps.weight,325,gate,17,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""3"": 3, ""4"": 1, ""5"": 4, ""6"": 1}"
528,blk.27.ffn_up_exps.weight,324,up,27,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 3, ""4"": 4, ""5"": 2, ""6"": 1}"
529,blk.27.ffn_gate_exps.weight,324,gate,27,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 3, ""4"": 4, ""5"": 2, ""6"": 1}"
530,blk.31.ffn_up_exps.weight,381,up,31,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""4"": 4, ""5"": 3, ""6"": 2}"
531,blk.53.ffn_up_exps.weight,361,up,53,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 1, ""4"": 4, ""5"": 1, ""6"": 1, ""7"": 3}"
532,blk.53.ffn_up_exps.weight,57,up,53,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 1, ""4"": 2, ""5"": 3, ""6"": 1, ""7"": 3}"
533,blk.53.ffn_up_exps.weight,380,up,53,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 2, ""4"": 2, ""5"": 3, ""6"": 2, ""7"": 1}"
534,blk.39.ffn_up_exps.weight,107,up,39,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 5, ""5"": 1, ""6"": 1}"
535,blk.40.ffn_up_exps.weight,30,up,40,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""2"": 4, ""3"": 2, ""4"": 1, ""5"": 2, ""7"": 1}"
536,blk.20.ffn_up_exps.weight,74,up,20,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 2, ""7"": 2, ""8"": 1}"
537,blk.20.ffn_gate_exps.weight,74,gate,20,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 2, ""7"": 2, ""8"": 1}"
538,blk.23.ffn_up_exps.weight,11,up,23,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 4, ""4"": 2, ""5"": 3, ""7"": 1}"
539,blk.23.ffn_gate_exps.weight,11,gate,23,4702208,10,47022080,"dev_france_regression,dev_intelligence_general","{""0"": 10}","{""0"": 47022080}","{""3"": 4, ""4"": 2, ""5"": 3, ""7"": 1}"
540,blk.5.ffn_up_exps.weight,52,up,5,5623808,9,50614272,"dev_france_regression,dev_intelligence_general","{""2"": 9}","{""2"": 50614272}","{""3"": 2, ""4"": 1, ""5"": 1, ""7"": 3, ""8"": 2}"
541,blk.5.ffn_gate_exps.weight,52,gate,5,5623808,9,50614272,"dev_france_regression,dev_intelligence_general","{""2"": 9}","{""2"": 50614272}","{""3"": 2, ""4"": 1, ""5"": 1, ""7"": 3, ""8"": 2}"
542,blk.6.ffn_up_exps.weight,274,up,6,5623808,9,50614272,"dev_france_regression,dev_intelligence_general","{""2"": 9}","{""2"": 50614272}","{""1"": 1, ""5"": 3, ""6"": 3, ""8"": 2}"
543,blk.6.ffn_gate_exps.weight,274,gate,6,5623808,9,50614272,"dev_france_regression,dev_intelligence_general","{""2"": 9}","{""2"": 50614272}","{""1"": 1, ""5"": 3, ""6"": 3, ""8"": 2}"
544,blk.6.ffn_up_exps.weight,282,up,6,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""4"": 1, ""5"": 1, ""6"": 3, ""8"": 4}"
545,blk.6.ffn_gate_exps.weight,282,gate,6,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""4"": 1, ""5"": 1, ""6"": 3, ""8"": 4}"
546,blk.46.ffn_gate_exps.weight,290,gate,46,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""1"": 1, ""3"": 1, ""4"": 2, ""5"": 2, ""7"": 1, ""8"": 2}"
547,blk.8.ffn_up_exps.weight,42,up,8,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""2"": 1, ""4"": 2, ""5"": 3, ""6"": 3}"
548,blk.33.ffn_gate_exps.weight,244,gate,33,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""4"": 1, ""5"": 1, ""6"": 2, ""8"": 5}"
549,blk.51.ffn_gate_exps.weight,274,gate,51,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""3"": 1, ""4"": 3, ""5"": 1, ""6"": 2, ""7"": 1, ""8"": 1}"
550,blk.31.ffn_gate_exps.weight,157,gate,31,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""3"": 3, ""4"": 3, ""5"": 2, ""6"": 1}"
551,blk.33.ffn_gate_exps.weight,236,gate,33,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""2"": 3, ""4"": 2, ""6"": 2, ""7"": 2}"
552,blk.56.ffn_up_exps.weight,132,up,56,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 1}"
553,blk.56.ffn_gate_exps.weight,132,gate,56,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""2"": 2, ""3"": 2, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 1}"
554,blk.59.ffn_up_exps.weight,338,up,59,5619712,9,50577408,"dev_france_regression,dev_intelligence_general","{""0"": 9}","{""0"": 50577408}","{""2"": 1, ""4"": 3, ""5"": 3, ""6"": 2}"
